split,class,source,augmented
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_783821.jpg,PBC_balanced_notebook/train/basophil/BA_783821_aug_00549.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_749108.jpg,PBC_balanced_notebook/train/basophil/BA_749108_aug_00550.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_895163.jpg,PBC_balanced_notebook/train/basophil/BA_895163_aug_00551.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_615482.jpg,PBC_balanced_notebook/train/basophil/BA_615482_aug_00552.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_266370.jpg,PBC_balanced_notebook/train/basophil/BA_266370_aug_00553.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_465907.jpg,PBC_balanced_notebook/train/basophil/BA_465907_aug_00554.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_951184.jpg,PBC_balanced_notebook/train/basophil/BA_951184_aug_00555.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_615294.jpg,PBC_balanced_notebook/train/basophil/BA_615294_aug_00556.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_728520.jpg,PBC_balanced_notebook/train/basophil/BA_728520_aug_00557.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_356694.jpg,PBC_balanced_notebook/train/basophil/BA_356694_aug_00558.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_604921.jpg,PBC_balanced_notebook/train/basophil/BA_604921_aug_00559.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_468972.jpg,PBC_balanced_notebook/train/basophil/BA_468972_aug_00560.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_477049.jpg,PBC_balanced_notebook/train/basophil/BA_477049_aug_00561.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_166254.jpg,PBC_balanced_notebook/train/basophil/BA_166254_aug_00562.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_98051.jpg,PBC_balanced_notebook/train/basophil/BA_98051_aug_00563.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_809385.jpg,PBC_balanced_notebook/train/basophil/BA_809385_aug_00564.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_254820.jpg,PBC_balanced_notebook/train/basophil/BA_254820_aug_00565.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_305341.jpg,PBC_balanced_notebook/train/basophil/BA_305341_aug_00566.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_618537.jpg,PBC_balanced_notebook/train/basophil/BA_618537_aug_00567.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_577892.jpg,PBC_balanced_notebook/train/basophil/BA_577892_aug_00568.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_199179.jpg,PBC_balanced_notebook/train/basophil/BA_199179_aug_00569.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_545506.jpg,PBC_balanced_notebook/train/basophil/BA_545506_aug_00570.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_435917.jpg,PBC_balanced_notebook/train/basophil/BA_435917_aug_00571.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_837965.jpg,PBC_balanced_notebook/train/basophil/BA_837965_aug_00572.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_316789.jpg,PBC_balanced_notebook/train/basophil/BA_316789_aug_00573.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_559801.jpg,PBC_balanced_notebook/train/basophil/BA_559801_aug_00574.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_588492.jpg,PBC_balanced_notebook/train/basophil/BA_588492_aug_00575.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_556627.jpg,PBC_balanced_notebook/train/basophil/BA_556627_aug_00576.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_238012.jpg,PBC_balanced_notebook/train/basophil/BA_238012_aug_00577.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_866633.jpg,PBC_balanced_notebook/train/basophil/BA_866633_aug_00578.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_475530.jpg,PBC_balanced_notebook/train/basophil/BA_475530_aug_00579.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_214889.jpg,PBC_balanced_notebook/train/basophil/BA_214889_aug_00580.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_567293.jpg,PBC_balanced_notebook/train/basophil/BA_567293_aug_00581.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_324706.jpg,PBC_balanced_notebook/train/basophil/BA_324706_aug_00582.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_885874.jpg,PBC_balanced_notebook/train/basophil/BA_885874_aug_00583.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_786578.jpg,PBC_balanced_notebook/train/basophil/BA_786578_aug_00584.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_66834.jpg,PBC_balanced_notebook/train/basophil/BA_66834_aug_00585.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_936581.jpg,PBC_balanced_notebook/train/basophil/BA_936581_aug_00586.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_985054.jpg,PBC_balanced_notebook/train/basophil/BA_985054_aug_00587.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_365212.jpg,PBC_balanced_notebook/train/basophil/BA_365212_aug_00588.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_625394.jpg,PBC_balanced_notebook/train/basophil/BA_625394_aug_00589.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_408987.jpg,PBC_balanced_notebook/train/basophil/BA_408987_aug_00590.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_821772.jpg,PBC_balanced_notebook/train/basophil/BA_821772_aug_00591.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_567394.jpg,PBC_balanced_notebook/train/basophil/BA_567394_aug_00592.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_654891.jpg,PBC_balanced_notebook/train/basophil/BA_654891_aug_00593.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_544516.jpg,PBC_balanced_notebook/train/basophil/BA_544516_aug_00594.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_162483.jpg,PBC_balanced_notebook/train/basophil/BA_162483_aug_00595.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_400754.jpg,PBC_balanced_notebook/train/basophil/BA_400754_aug_00596.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_636364.jpg,PBC_balanced_notebook/train/basophil/BA_636364_aug_00597.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_484717.jpg,PBC_balanced_notebook/train/basophil/BA_484717_aug_00598.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_698312.jpg,PBC_balanced_notebook/train/basophil/BA_698312_aug_00599.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_499865.jpg,PBC_balanced_notebook/train/basophil/BA_499865_aug_00600.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_742698.jpg,PBC_balanced_notebook/train/basophil/BA_742698_aug_00601.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_196807.jpg,PBC_balanced_notebook/train/basophil/BA_196807_aug_00602.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_335261.jpg,PBC_balanced_notebook/train/basophil/BA_335261_aug_00603.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_364491.jpg,PBC_balanced_notebook/train/basophil/BA_364491_aug_00604.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_647514.jpg,PBC_balanced_notebook/train/basophil/BA_647514_aug_00605.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_441957.jpg,PBC_balanced_notebook/train/basophil/BA_441957_aug_00606.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_10387.jpg,PBC_balanced_notebook/train/basophil/BA_10387_aug_00607.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_705969.jpg,PBC_balanced_notebook/train/basophil/BA_705969_aug_00608.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_833409.jpg,PBC_balanced_notebook/train/basophil/BA_833409_aug_00609.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_310106.jpg,PBC_balanced_notebook/train/basophil/BA_310106_aug_00610.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_347981.jpg,PBC_balanced_notebook/train/basophil/BA_347981_aug_00611.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_849723.jpg,PBC_balanced_notebook/train/basophil/BA_849723_aug_00612.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_162861.jpg,PBC_balanced_notebook/train/basophil/BA_162861_aug_00613.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_449971.jpg,PBC_balanced_notebook/train/basophil/BA_449971_aug_00614.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_956163.jpg,PBC_balanced_notebook/train/basophil/BA_956163_aug_00615.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_254321.jpg,PBC_balanced_notebook/train/basophil/BA_254321_aug_00616.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_165215.jpg,PBC_balanced_notebook/train/basophil/BA_165215_aug_00617.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_139552.jpg,PBC_balanced_notebook/train/basophil/BA_139552_aug_00618.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_532264.jpg,PBC_balanced_notebook/train/basophil/BA_532264_aug_00619.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_576309.jpg,PBC_balanced_notebook/train/basophil/BA_576309_aug_00620.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_530459.jpg,PBC_balanced_notebook/train/basophil/BA_530459_aug_00621.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_641976.jpg,PBC_balanced_notebook/train/basophil/BA_641976_aug_00622.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_493318.jpg,PBC_balanced_notebook/train/basophil/BA_493318_aug_00623.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_864938.jpg,PBC_balanced_notebook/train/basophil/BA_864938_aug_00624.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_629211.jpg,PBC_balanced_notebook/train/basophil/BA_629211_aug_00625.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_810083.jpg,PBC_balanced_notebook/train/basophil/BA_810083_aug_00626.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_535755.jpg,PBC_balanced_notebook/train/basophil/BA_535755_aug_00627.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_812916.jpg,PBC_balanced_notebook/train/basophil/BA_812916_aug_00628.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_870464.jpg,PBC_balanced_notebook/train/basophil/BA_870464_aug_00629.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_726414.jpg,PBC_balanced_notebook/train/basophil/BA_726414_aug_00630.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_499861.jpg,PBC_balanced_notebook/train/basophil/BA_499861_aug_00631.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_68639.jpg,PBC_balanced_notebook/train/basophil/BA_68639_aug_00632.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_58432.jpg,PBC_balanced_notebook/train/basophil/BA_58432_aug_00633.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_283950.jpg,PBC_balanced_notebook/train/basophil/BA_283950_aug_00634.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_318538.jpg,PBC_balanced_notebook/train/basophil/BA_318538_aug_00635.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_721289.jpg,PBC_balanced_notebook/train/basophil/BA_721289_aug_00636.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_995163.jpg,PBC_balanced_notebook/train/basophil/BA_995163_aug_00637.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_89223.jpg,PBC_balanced_notebook/train/basophil/BA_89223_aug_00638.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_484573.jpg,PBC_balanced_notebook/train/basophil/BA_484573_aug_00639.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_848804.jpg,PBC_balanced_notebook/train/basophil/BA_848804_aug_00640.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_669765.jpg,PBC_balanced_notebook/train/basophil/BA_669765_aug_00641.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_746210.jpg,PBC_balanced_notebook/train/basophil/BA_746210_aug_00642.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_237069.jpg,PBC_balanced_notebook/train/basophil/BA_237069_aug_00643.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_933664.jpg,PBC_balanced_notebook/train/basophil/BA_933664_aug_00644.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_360335.jpg,PBC_balanced_notebook/train/basophil/BA_360335_aug_00645.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_354415.jpg,PBC_balanced_notebook/train/basophil/BA_354415_aug_00646.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_712958.jpg,PBC_balanced_notebook/train/basophil/BA_712958_aug_00647.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_549440.jpg,PBC_balanced_notebook/train/basophil/BA_549440_aug_00648.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_111710.jpg,PBC_balanced_notebook/train/basophil/BA_111710_aug_00649.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_625812.jpg,PBC_balanced_notebook/train/basophil/BA_625812_aug_00650.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_839707.jpg,PBC_balanced_notebook/train/basophil/BA_839707_aug_00651.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_223705.jpg,PBC_balanced_notebook/train/basophil/BA_223705_aug_00652.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_702907.jpg,PBC_balanced_notebook/train/basophil/BA_702907_aug_00653.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_680879.jpg,PBC_balanced_notebook/train/basophil/BA_680879_aug_00654.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_136209.jpg,PBC_balanced_notebook/train/basophil/BA_136209_aug_00655.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_549762.jpg,PBC_balanced_notebook/train/basophil/BA_549762_aug_00656.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_985581.jpg,PBC_balanced_notebook/train/basophil/BA_985581_aug_00657.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_633824.jpg,PBC_balanced_notebook/train/basophil/BA_633824_aug_00658.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_23839.jpg,PBC_balanced_notebook/train/basophil/BA_23839_aug_00659.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_124620.jpg,PBC_balanced_notebook/train/basophil/BA_124620_aug_00660.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_741421.jpg,PBC_balanced_notebook/train/basophil/BA_741421_aug_00661.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_603889.jpg,PBC_balanced_notebook/train/basophil/BA_603889_aug_00662.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_692349.jpg,PBC_balanced_notebook/train/basophil/BA_692349_aug_00663.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_383011.jpg,PBC_balanced_notebook/train/basophil/BA_383011_aug_00664.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_488451.jpg,PBC_balanced_notebook/train/basophil/BA_488451_aug_00665.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_32675.jpg,PBC_balanced_notebook/train/basophil/BA_32675_aug_00666.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_720607.jpg,PBC_balanced_notebook/train/basophil/BA_720607_aug_00667.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_93046.jpg,PBC_balanced_notebook/train/basophil/BA_93046_aug_00668.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_324268.jpg,PBC_balanced_notebook/train/basophil/BA_324268_aug_00669.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_634407.jpg,PBC_balanced_notebook/train/basophil/BA_634407_aug_00670.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_922772.jpg,PBC_balanced_notebook/train/basophil/BA_922772_aug_00671.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_379312.jpg,PBC_balanced_notebook/train/basophil/BA_379312_aug_00672.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_326722.jpg,PBC_balanced_notebook/train/basophil/BA_326722_aug_00673.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_773446.jpg,PBC_balanced_notebook/train/basophil/BA_773446_aug_00674.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_412674.jpg,PBC_balanced_notebook/train/basophil/BA_412674_aug_00675.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_18821.jpg,PBC_balanced_notebook/train/basophil/BA_18821_aug_00676.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_835897.jpg,PBC_balanced_notebook/train/basophil/BA_835897_aug_00677.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_369405.jpg,PBC_balanced_notebook/train/basophil/BA_369405_aug_00678.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_136062.jpg,PBC_balanced_notebook/train/basophil/BA_136062_aug_00679.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_322445.jpg,PBC_balanced_notebook/train/basophil/BA_322445_aug_00680.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_601035.jpg,PBC_balanced_notebook/train/basophil/BA_601035_aug_00681.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_143059.jpg,PBC_balanced_notebook/train/basophil/BA_143059_aug_00682.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_943255.jpg,PBC_balanced_notebook/train/basophil/BA_943255_aug_00683.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_912566.jpg,PBC_balanced_notebook/train/basophil/BA_912566_aug_00684.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_250000.jpg,PBC_balanced_notebook/train/basophil/BA_250000_aug_00685.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_179459.jpg,PBC_balanced_notebook/train/basophil/BA_179459_aug_00686.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_281662.jpg,PBC_balanced_notebook/train/basophil/BA_281662_aug_00687.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_305849.jpg,PBC_balanced_notebook/train/basophil/BA_305849_aug_00688.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_727435.jpg,PBC_balanced_notebook/train/basophil/BA_727435_aug_00689.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_551430.jpg,PBC_balanced_notebook/train/basophil/BA_551430_aug_00690.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_574229.jpg,PBC_balanced_notebook/train/basophil/BA_574229_aug_00691.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_427583.jpg,PBC_balanced_notebook/train/basophil/BA_427583_aug_00692.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_35991.jpg,PBC_balanced_notebook/train/basophil/BA_35991_aug_00693.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_931425.jpg,PBC_balanced_notebook/train/basophil/BA_931425_aug_00694.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_965389.jpg,PBC_balanced_notebook/train/basophil/BA_965389_aug_00695.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_800475.jpg,PBC_balanced_notebook/train/basophil/BA_800475_aug_00696.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_294650.jpg,PBC_balanced_notebook/train/basophil/BA_294650_aug_00697.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_330244.jpg,PBC_balanced_notebook/train/basophil/BA_330244_aug_00698.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_447990.jpg,PBC_balanced_notebook/train/basophil/BA_447990_aug_00699.jpg
train,basophil,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/basophil/BA_19177.jpg,PBC_balanced_notebook/train/basophil/BA_19177_aug_00700.jpg
